Time,B0,B1,B2
4.25,651,604,530
4.28,648,607,542
4.31,650,614,535
4.34,652,607,527
4.37,653,603,525
4.40,658,602,525
4.43,656,601,526
4.47,655,603,529
4.50,654,605,533
4.53,654,612,532
4.56,653,593,531
4.59,653,606,526
4.62,659,603,525
4.65,670,602,525
4.68,662,602,526
4.72,658,604,528
4.75,656,605,537
4.78,656,609,548
4.81,656,620,534
4.84,657,609,528
4.87,659,605,526
4.90,664,603,525
4.93,670,603,525
4.97,662,603,526
5.00,657,602,528
5.03,655,604,536
5.06,654,607,542
5.09,653,616,523
5.12,654,601,530
5.15,654,605,526
5.18,656,604,524
5.22,661,601,524
5.25,669,602,525
5.28,660,602,525
5.31,656,603,527
5.34,653,603,527
5.37,650,603,531
5.40,650,607,541
5.43,651,612,544
5.46,654,620,536
5.50,652,611,530
5.53,651,607,527
5.56,659,603,525
5.59,663,603,525
5.62,670,603,525
5.65,659,603,526
5.68,659,602,527
5.71,656,602,528
5.75,655,603,531
5.78,654,606,538
5.81,652,611,548
5.84,655,621,539
5.87,652,611,529
5.90,654,606,526
5.93,659,604,525
5.96,666,603,524
5.99,661,604,525
6.03,658,605,528
6.06,657,605,530
6.09,655,607,540
6.12,655,616,533
6.15,655,608,528
6.18,659,603,525
6.21,664,601,525
6.24,654,602,525
6.28,660,604,525
6.31,657,605,535
6.34,657,609,542
6.37,656,618,532
6.40,656,607,525
6.43,658,604,524
6.46,662,602,524
6.49,661,603,524
6.52,658,605,526
6.56,657,607,533
6.59,656,613,538
6.62,656,604,528
6.65,658,607,524
6.68,665,605,524
6.71,664,604,526
6.74,657,606,529
6.77,655,609,537
6.80,654,621,534
6.84,656,609,525
6.87,659,606,523
6.90,669,604,523
6.93,657,603,524
6.96,654,604,528
6.99,655,607,535
7.02,652,613,506
7.05,655,604,527
7.09,657,608,523
7.12,655,606,523
7.15,671,605,523
7.18,660,605,524
7.21,662,604,526
7.24,660,605,528
7.27,660,608,533
7.30,660,612,536
7.34,660,613,532
7.37,661,611,526
7.40,663,607,524
7.43,666,606,524
7.46,671,605,523
7.49,660,605,524
7.52,666,603,525
7.55,663,605,527
7.59,662,606,530
7.62,661,608,536
7.65,661,614,506
7.68,662,591,532
7.71,663,611,526
7.74,664,606,524
7.77,666,605,523
7.80,670,605,523
7.84,657,605,522
7.87,669,604,523
7.90,665,604,525
7.93,663,605,528
7.96,662,606,532
7.99,662,608,540
8.02,662,617,516
8.05,662,599,529
8.09,664,608,525
8.12,665,605,524
8.15,670,604,524
8.18,649,605,523
8.21,668,604,525
8.24,664,606,527
8.27,662,607,533
8.30,662,612,518
8.33,662,599,529
8.37,664,608,524
8.40,667,605,523
8.43,678,603,522
8.46,667,603,525
8.49,663,605,529
8.52,661,608,539
8.55,662,615,530
8.58,663,607,524
8.61,666,604,523
8.65,671,603,523
8.68,665,603,525
8.71,662,606,531
8.74,661,613,519
8.77,662,611,525
8.80,664,605,522
8.83,676,603,522
8.86,665,604,525
8.90,662,607,533
8.93,661,620,531
8.96,663,607,523
8.99,669,605,521
9.02,666,604,525
9.05,661,607,535
9.08,661,590,527
9.11,663,605,522
9.15,669,603,523
9.18,662,605,528
9.21,660,611,506
9.24,661,608,523
9.27,668,603,521
9.30,665,603,525
9.33,660,608,537
9.36,660,611,523
9.40,665,603,522
9.43,665,603,525
9.46,660,608,540
9.49,660,610,524
9.52,666,603,523
9.55,663,604,526
9.58,659,611,525
9.61,661,607,523
9.65,673,603,523
9.68,661,604,530
9.71,659,618,531
9.74,661,605,523
9.77,670,604,524
9.80,659,606,531
9.83,657,620,531
9.86,648,605,523
9.89,671,604,524
9.93,659,605,531
9.96,658,615,531
9.99,660,605,523
10.02,673,611,526
10.05,666,619,531
10.08,663,609,542
10.12,661,606,531
10.15,661,606,526
10.18,661,605,524
10.21,664,606,523
10.25,662,607,524
10.28,669,601,528
10.31,664,613,521
10.34,663,607,535
10.37,662,604,526
10.41,662,605,524
10.44,665,604,524
10.47,662,609,525
10.50,667,621,532
10.53,663,610,539
10.57,662,606,529
10.60,662,606,525
10.63,664,606,524
10.66,670,608,524
10.70,670,590,529
10.73,665,611,538
10.76,663,606,529
10.79,663,604,526
10.82,664,607,524
10.86,669,609,524
10.89,669,595,530
10.92,664,610,539
10.95,663,606,528
10.99,663,605,525
11.02,665,605,524
11.05,672,608,526
11.08,667,617,532
11.11,664,607,533
11.15,663,606,526
11.18,663,605,524
11.21,670,607,524
11.24,670,590,530
11.28,665,610,536
11.31,663,606,526
11.34,663,606,524
11.37,668,605,525
11.41,671,604,528
11.44,665,611,538
11.47,663,607,527
11.50,663,606,524
11.53,668,606,523
11.57,672,606,528
11.60,665,610,538
11.63,663,605,527
11.66,664,606,524
11.70,669,605,524
11.73,670,590,530
11.76,664,608,536
11.79,663,606,526
11.82,663,605,524
11.86,670,608,523
11.89,669,619,532
11.92,664,607,533
11.95,663,604,525
11.98,664,604,523
12.02,653,609,524
12.05,667,617,519
12.08,664,607,530
12.11,663,605,524
12.15,665,606,523
12.18,668,610,524
12.21,667,617,516
12.24,663,607,530
12.28,663,605,524
12.31,665,605,523
12.34,665,611,525
12.37,666,615,512
12.40,664,607,529
12.44,663,606,523
12.47,665,606,522
12.50,678,613,524
12.53,666,614,537
12.57,663,608,527
12.60,663,606,523
12.63,666,606,522
12.66,677,614,524
12.69,666,612,536
12.73,664,607,527
12.76,663,604,522
12.79,665,608,522
12.82,667,612,525
12.86,667,622,528
12.89,664,610,531
12.92,663,608,524
12.95,664,608,522
12.98,671,610,522
13.02,671,593,528
13.05,665,612,536
13.08,664,609,525
13.11,664,608,522
13.15,668,609,522
13.18,674,617,526
13.21,666,614,539
13.24,664,610,526
13.28,664,608,522
13.31,667,609,521
13.34,673,612,526
13.37,665,611,533
13.40,664,609,526
13.44,664,607,522
13.47,670,610,523
13.50,668,622,527
13.53,664,610,526
13.56,663,607,520
13.60,666,607,520
13.63,673,607,524
13.66,665,611,531
13.69,663,606,521
13.73,665,607,518
13.76,678,613,521
13.79,666,611,535
13.82,664,605,522
13.85,664,606,520
13.89,664,610,522
13.92,667,613,536
13.95,664,607,525
13.98,664,605,522
14.02,670,609,523
14.05,667,613,538
14.08,664,606,525
14.11,664,606,521
14.15,667,610,523
14.18,667,615,523
14.21,664,607,525
14.24,664,606,521
14.27,671,608,523
14.31,668,617,524
14.34,664,607,526
14.37,664,606,522
14.40,669,607,522
14.44,670,622,532
14.47,665,607,529
14.50,664,606,523
14.53,667,606,522
14.56,674,599,528
14.60,665,609,534
14.63,664,605,525
14.66,665,605,522
14.69,655,611,524
14.73,668,616,522
14.76,665,608,528
14.79,665,606,523
14.82,669,606,522
14.85,674,610,527
14.89,667,609,535
14.92,665,605,525
14.95,666,605,522
14.98,672,607,523
15.02,671,616,531
15.05,667,606,533
15.08,665,605,525
15.11,666,603,523
15.15,670,605,523
15.18,678,611,525
15.21,669,615,530
15.24,666,607,535
15.27,665,601,527
15.31,665,600,524
15.34,666,600,523
15.37,671,601,523
15.40,679,606,525
15.44,669,615,530
15.47,667,607,539
15.50,665,604,532
15.53,665,603,526
15.56,665,602,524
15.60,665,603,522
15.63,668,604,521
15.66,670,607,522
15.69,674,613,524
15.73,669,618,529
15.76,667,611,508
15.79,665,607,538
15.82,665,605,531
15.85,665,604,525
15.89,664,608,523
15.92,666,604,522
15.95,667,606,522
15.98,672,604,523
16.02,679,610,524
16.05,671,600,526
16.08,667,616,532
16.11,666,612,541
16.14,665,608,532
16.18,664,606,527
16.21,664,605,524
16.24,665,605,523
16.27,666,605,522
16.31,671,606,523
16.34,678,611,524
16.37,669,621,529
16.40,666,609,530
16.43,665,607,534
16.47,664,605,526
16.50,664,603,524
16.53,665,605,523
16.56,668,602,523
16.60,663,604,523
16.63,676,610,525
16.66,670,614,528
16.69,667,615,534
16.73,666,609,540
16.76,665,608,536
16.79,665,607,528
16.82,664,605,525
16.85,665,601,525
16.89,665,603,523
16.92,667,610,523
16.95,672,607,523
16.98,677,614,525
17.01,670,614,529
17.05,667,611,505
17.08,665,608,537
17.11,665,605,527
17.14,664,604,525
17.18,665,603,524
17.21,666,605,523
17.24,670,605,523
17.27,651,608,524
17.30,673,612,525
17.34,669,611,530
17.37,667,610,515
17.40,666,606,541
17.43,665,608,532
17.47,665,609,527
17.50,665,607,526
17.53,665,604,524
17.56,665,605,524
17.60,666,606,523
17.63,668,607,523
17.66,671,607,523
17.69,659,606,523
17.72,680,608,524
17.76,679,612,524
17.79,677,613,524
17.82,673,614,525
17.85,673,615,525
17.89,672,616,526
17.92,672,609,526
17.95,671,608,525
17.98,671,615,525
18.01,673,615,525
18.05,674,611,525
18.08,675,611,524
18.11,679,610,524
18.14,653,608,524
18.18,672,605,524
18.21,669,606,524
18.24,667,605,524
18.27,665,605,525
18.30,665,605,526
18.34,665,605,530
18.37,665,606,538
18.40,666,609,507
18.43,667,615,531
18.47,669,589,526
18.50,673,611,524
18.53,674,606,524
18.56,666,605,523
18.59,669,604,523
18.63,667,605,524
18.66,666,604,524
18.69,665,604,524
18.72,665,605,525
18.76,665,605,525
18.79,665,605,524
18.82,665,606,525
18.85,665,607,527
18.88,665,606,527
18.92,665,607,525
18.95,665,606,525
18.98,665,606,525
19.01,665,606,525
19.05,665,605,525
19.08,665,606,524
19.11,665,605,525
19.14,665,605,526
19.17,665,605,526
19.21,665,606,526
19.24,665,606,526
19.27,665,606,526
19.30,665,606,525
19.34,665,607,527
19.37,665,606,527
19.40,665,607,527
19.43,665,607,527
19.47,665,607,527
19.50,665,608,528
19.53,665,608,528
19.56,665,608,528
19.59,665,607,529
19.63,665,606,530
19.66,665,607,530
19.69,665,608,531
19.72,665,606,532
19.76,665,606,533
19.79,665,606,534
19.82,665,606,537
19.85,665,607,538
19.88,665,608,538
19.92,665,609,538
19.95,666,611,538
19.98,665,610,543
20.01,665,611,540
20.04,666,610,540
20.08,666,610,542
20.11,666,610,542
20.14,666,608,539
20.17,666,610,542
20.21,666,613,542
20.24,666,612,538
20.27,666,612,543
20.30,666,613,544
20.34,666,613,539
20.37,666,612,524
20.40,667,610,537
20.43,667,612,508
20.46,667,615,536
20.50,667,617,534
20.53,668,619,531
20.56,668,619,531
20.59,668,620,531
20.63,668,621,531
20.66,668,623,532
20.69,668,620,532
20.72,668,619,533
20.75,668,618,535
20.79,667,617,529
20.82,667,615,512
20.85,667,614,512
20.88,667,613,516
20.92,667,614,511
20.95,667,611,523
20.98,667,612,514
21.01,667,611,518
21.04,667,611,543
21.08,667,609,543
21.11,667,611,542
21.14,666,611,540
21.17,666,611,543
21.21,667,610,543
21.24,666,611,541
21.27,666,610,541
21.30,666,608,539
21.34,666,607,536
21.37,666,606,533
21.40,665,606,530
21.43,665,606,528
21.46,665,605,526
21.50,665,604,525
21.53,665,603,524
21.56,666,605,524
21.59,668,604,523
21.62,672,604,524
21.66,668,606,524
21.69,674,611,526
21.72,670,592,528
21.75,668,613,531
21.79,666,608,542
21.82,665,605,533
21.85,665,604,527
21.88,665,604,525
21.92,665,603,524
21.95,667,604,523
21.98,672,607,524
22.01,677,612,525
22.04,669,620,532
22.08,667,610,542
22.11,665,608,530
22.14,665,606,526
22.17,665,605,524
22.21,666,606,523
22.24,671,605,523
22.27,677,611,525
22.30,669,621,532
22.33,666,611,539
22.37,665,606,529
22.40,665,605,525
22.43,665,604,524
22.46,668,604,523
22.50,653,608,525
22.53,671,615,529
22.56,667,611,516
22.59,665,606,531
22.62,665,605,526
22.66,665,605,524
22.69,667,605,523
22.72,672,606,524
22.75,675,613,526
22.79,668,616,530
22.82,666,609,536
22.85,665,607,527
22.88,665,606,525
22.92,666,607,523
22.95,673,607,524
22.98,673,598,527
23.01,667,613,507
23.04,665,608,531
23.08,665,606,526
23.11,665,605,524
23.14,669,606,524
23.17,677,613,526
23.20,669,616,523
23.24,666,607,533
23.27,665,608,527
23.30,665,605,524
23.33,669,606,524
23.37,680,614,526
23.40,669,617,526
23.43,666,608,534
23.46,665,607,527
23.50,665,606,524
23.53,669,605,524
23.56,655,611,526
23.59,670,622,532
23.62,667,611,538
23.66,665,608,532
23.69,665,607,527
23.72,665,607,525
23.75,666,605,524
23.79,668,605,524
23.82,672,608,524
23.85,669,611,525
23.88,673,607,527
23.92,669,623,532
23.95,667,613,527
23.98,667,608,543
24.01,666,607,540
24.04,665,606,538
24.08,665,605,533
24.11,665,605,530
24.14,665,604,529
24.17,665,604,528
24.20,665,604,527
24.24,665,604,527
24.27,665,606,526
24.30,665,606,525
24.33,666,606,525
24.37,666,606,525
24.40,668,608,524
24.43,671,607,525
24.46,661,608,525
24.50,680,612,526
24.53,673,608,527
24.56,669,621,532
24.59,667,614,529
24.62,666,609,541
24.66,665,607,535
24.69,664,607,531
24.72,664,607,529
24.75,664,606,528
24.78,664,606,527
24.82,664,607,526
24.85,664,609,525
24.88,665,607,525
24.91,667,607,525
24.95,671,607,525
24.98,678,611,526
25.01,672,616,528
25.04,668,619,531
25.07,666,618,518
25.11,665,613,542
25.14,664,610,534
25.17,663,607,529
25.20,663,607,527
25.24,664,605,526
25.27,664,606,525
25.30,667,607,525
25.33,668,611,526
25.36,675,616,528
25.40,670,623,534
25.43,667,612,512
25.46,664,608,535
25.49,665,606,529
25.53,663,605,527
25.56,665,603,525
25.59,668,604,525
25.62,659,608,527
25.66,669,608,532
25.69,666,610,516
25.72,664,606,537
25.75,664,605,529
25.78,663,605,527
25.82,665,605,526
25.85,666,605,525
25.88,671,606,525
25.91,677,610,527
25.95,671,591,530
25.98,667,615,535
26.01,666,610,517
26.04,665,608,541
26.07,664,607,533
26.11,664,607,530
26.14,664,607,528
26.17,665,607,527
26.20,666,606,527
26.23,668,608,526
26.27,669,607,526
26.30,669,606,525
26.33,670,607,525
26.36,671,606,526
26.40,671,609,525
26.43,671,607,525
26.46,673,609,525
26.49,670,610,525
26.53,671,609,526
26.56,676,611,527
26.59,674,616,528
26.62,671,597,529
26.65,670,625,531
26.69,669,623,534
26.72,667,619,532
26.75,667,614,534
26.78,667,612,544
26.82,668,611,540
26.85,667,611,533
26.88,668,609,531
26.91,668,609,529
26.94,668,608,528
26.98,665,607,527
27.01,665,608,526
27.04,666,609,526
27.07,666,609,525
27.11,667,607,525
27.14,669,607,525
27.17,673,607,525
27.20,680,611,526
27.23,674,615,527
27.27,670,618,532
27.30,669,613,516
27.33,668,607,541
27.36,666,605,534
27.40,665,604,529
27.43,665,603,527
27.46,665,602,525
27.49,666,603,525
27.53,668,605,525
27.56,672,606,525
27.59,679,610,526
27.62,671,591,529
27.65,667,616,535
27.69,666,610,544
27.72,664,607,533
27.75,664,607,528
27.78,663,608,526
27.81,664,607,524
27.85,667,609,525
27.88,649,613,526
27.91,669,623,531
27.94,666,614,532
27.98,664,610,531
28.01,664,607,527
28.04,664,608,525
28.07,667,608,524
28.11,680,613,526
28.14,669,624,535
28.17,665,611,541
28.20,664,608,528
28.23,664,607,525
28.27,666,607,524
28.30,661,611,525
28.33,670,624,533
28.36,666,611,540
28.40,664,609,528
28.43,665,607,525
28.46,668,608,524
28.49,668,612,527
28.52,669,617,536
28.56,666,608,539
28.59,664,606,528
28.62,665,605,525
28.65,667,605,524
28.69,673,607,525
28.72,677,614,527
28.75,669,621,534
28.78,667,611,545
28.81,665,609,534
28.85,665,607,529
28.88,665,607,527
28.91,665,605,526
28.94,666,606,525
28.98,667,606,525
29.01,669,608,525
29.04,673,609,525
29.07,652,611,525
29.11,676,616,526
29.14,671,595,529
29.17,669,622,533
29.20,667,614,508
29.23,666,611,540
29.27,667,609,534
29.30,667,609,530
29.33,667,607,527
29.36,667,605,527
29.39,668,606,525
29.43,669,606,525
29.46,672,607,525
29.49,672,609,526
29.52,678,614,527
29.56,672,620,532
29.59,670,614,506
29.62,668,610,540
29.65,668,607,530
29.68,667,607,527
29.72,668,607,525
29.75,670,607,525
29.78,676,607,526
29.81,677,612,528
29.85,670,616,537
29.88,668,608,541
29.91,667,606,530
29.94,667,605,527
29.98,668,604,526
30.01,671,606,525
30.04,679,610,527
30.07,671,622,533
30.10,668,610,545
30.14,666,607,532
30.17,666,605,527
30.20,666,606,526
30.23,668,607,525
30.27,673,608,525
30.30,677,616,527
30.33,671,623,533
30.36,668,613,546
30.39,666,609,533
30.43,666,608,528
30.46,666,607,526
30.49,667,608,525
30.52,671,611,525
30.56,682,611,526
30.59,672,599,530
30.62,669,616,531
30.65,667,610,541
30.68,666,607,530
30.72,665,606,527
30.75,666,608,526
30.78,667,609,525
30.81,673,610,525
30.85,675,616,527
30.88,669,619,536
30.91,666,609,540
30.94,665,607,529
30.98,665,608,526
31.01,666,606,525
31.04,670,606,525
31.07,681,612,527
31.10,669,619,535
31.14,666,610,538
31.17,665,608,528
31.20,665,608,525
31.23,666,607,524
31.26,672,610,525
31.30,672,607,530
31.33,667,612,542
31.36,665,607,529
31.39,665,604,526
31.43,666,604,524
31.46,672,607,525
31.49,673,602,529
31.52,667,612,543
31.55,665,607,531
31.59,667,605,526
31.62,667,605,525
31.65,671,606,525
31.68,682,612,526
31.72,671,620,534
31.75,668,610,540
31.78,666,607,530
31.81,666,606,526
31.85,667,606,525
31.88,669,607,524
31.91,657,608,526
31.94,673,588,530
31.97,669,611,515
32.01,667,606,534
32.04,666,605,528
32.07,666,604,526
32.10,667,604,525
32.14,669,605,524
32.17,667,608,525
32.20,675,616,527
32.23,670,624,533
32.27,668,615,543
32.30,666,611,533
32.33,666,607,528
32.36,666,605,526
32.39,667,607,524
32.43,669,607,524
32.46,674,610,525
32.49,679,614,526
32.52,672,593,529
32.56,669,618,536
32.59,668,613,544
32.62,667,612,537
32.65,667,610,532
32.68,666,608,529
32.72,666,607,527
32.75,666,606,526
32.78,667,606,525
32.81,667,606,525
32.85,669,607,524
32.88,671,607,524
32.91,673,608,524
32.94,653,608,525
32.97,680,609,525
33.01,678,611,526
33.04,674,613,526
33.07,672,601,527
33.10,671,593,529
33.13,670,621,531
33.17,669,615,533
33.20,668,613,532
33.23,667,611,539
33.26,667,609,540
33.30,666,608,536
33.33,665,607,532
33.36,665,606,529
33.39,666,606,527
33.43,666,605,526
33.46,667,606,525
33.49,667,606,524
33.52,669,606,524
33.55,672,607,524
33.59,653,609,524
33.62,675,615,526
33.65,670,620,531
33.68,667,614,523
33.72,666,612,536
33.75,664,609,529
33.78,664,608,526
33.81,664,608,525
33.85,666,608,524
33.88,669,610,524
33.91,651,613,525
33.94,673,618,528
33.97,667,621,534
34.01,665,613,543
34.04,664,611,532
34.07,663,607,527
34.10,663,607,525
34.13,663,608,524
34.17,667,608,524
34.20,654,610,525
34.23,670,609,528
34.26,665,617,530
34.30,665,611,540
34.33,664,610,531
34.36,663,607,527
34.39,663,607,526
34.42,664,608,525
34.46,666,608,524
34.49,669,608,525
34.52,672,609,525
34.55,672,611,525
34.59,682,614,525
34.62,676,617,527
34.65,673,593,530
34.68,671,620,534
34.72,670,616,514
34.75,669,614,544
34.78,668,612,535
34.81,668,608,532
34.84,668,606,530
34.88,668,605,528
34.91,669,606,528
34.94,670,607,527
34.97,674,610,527
35.01,658,611,527
35.04,677,616,529
35.07,672,622,534
35.10,670,615,525
35.13,668,612,539
35.17,668,609,532
35.20,668,609,526
35.23,668,610,527
35.26,670,608,527
35.30,675,611,525
35.33,682,612,528
35.36,673,616,534
35.39,670,613,547
35.42,669,610,535
35.46,668,609,527
35.49,669,605,525
35.52,671,606,524
35.55,674,608,526
35.59,676,598,531
35.62,670,612,534
35.65,668,607,532
35.68,668,606,525
35.72,669,606,524
35.75,674,609,526
35.78,677,612,528
35.81,670,613,546
35.84,668,608,531
35.88,668,608,525
35.91,670,609,527
35.94,659,612,526
35.97,673,625,534
36.00,669,613,537
36.04,668,607,526
36.07,669,607,524
36.10,674,609,524
36.13,676,597,532
36.17,670,613,539
36.20,668,611,529
36.23,669,610,524
36.26,674,611,525
36.29,675,595,532
36.33,669,613,538
36.36,668,613,529
36.39,669,609,527
36.42,674,613,527
36.46,677,614,532
36.49,670,619,546
36.52,668,614,532
36.55,668,609,525
36.59,669,612,524
36.62,673,614,524
36.65,682,620,528
36.68,672,621,534
36.71,668,617,541
36.75,667,611,535
36.78,667,612,530
36.81,666,610,528
36.84,665,612,527
36.88,667,612,527
36.91,671,612,526
36.94,675,616,529
36.97,664,624,535
37.00,661,617,545
37.04,658,612,532
37.07,659,611,529
37.10,660,611,527
37.13,663,611,525
37.17,674,615,527
37.20,663,623,533
37.23,659,616,542
37.26,660,612,531
37.29,660,611,528
37.33,661,611,527
37.36,667,614,526
37.39,671,612,530
37.42,662,618,522
37.46,659,611,533
37.49,659,612,528
37.52,661,611,527
37.55,666,613,528
37.58,668,598,530
37.62,662,614,543
37.65,660,609,532
37.68,659,608,528
37.71,661,608,526
37.75,654,612,527
37.78,666,625,534
37.81,662,614,538
37.84,661,611,531
37.87,661,608,528
37.91,663,609,527
37.94,656,611,526
37.97,667,603,531
38.00,662,616,523
38.04,661,611,534
38.07,660,609,527
38.10,660,608,526
38.13,663,609,525
38.17,666,611,525
38.20,677,614,529
38.23,666,614,533
38.26,663,616,527
38.29,661,611,536
38.33,660,610,532
38.36,659,609,526
38.39,660,609,524
38.42,663,610,523
38.46,669,612,525
38.49,671,618,526
38.52,666,625,532
38.55,661,617,534
38.58,660,612,537
38.62,661,611,532
38.65,659,611,528
38.68,659,611,527
38.71,661,613,525
38.75,667,613,525
38.78,675,617,527
38.81,665,596,532
38.84,659,619,521
38.87,658,615,541
38.91,657,613,532
38.94,658,613,530
38.97,659,613,526
39.00,662,611,524
39.04,664,612,525
39.07,660,614,526
39.10,667,606,531
39.13,662,620,527
39.16,657,613,539
39.20,656,611,532
39.23,656,611,528
39.26,657,611,527
39.29,659,611,527
39.33,664,613,528
39.36,666,619,528
39.39,660,625,534
39.42,658,618,546
39.45,660,614,535
39.49,661,611,530
39.52,660,611,527
39.55,661,607,527
39.58,665,608,527
39.62,665,614,529
39.65,669,619,530
39.68,665,623,538
39.71,663,616,544
39.74,660,614,534
39.78,660,612,531
39.81,662,612,529
39.84,661,610,527
39.87,663,612,526
39.91,667,615,527
39.94,670,620,528
39.97,664,626,536
40.00,661,615,543
40.04,658,612,532
40.07,660,611,530
40.10,659,611,524
40.13,662,609,527
40.16,655,615,528
40.20,666,610,532
40.23,661,615,543
40.26,661,609,534
40.29,659,607,530
40.33,660,606,527
40.36,664,607,527
40.39,676,616,530
40.42,663,621,540
40.45,660,611,538
40.49,660,611,530
40.52,662,608,528
40.55,663,609,528
40.58,670,617,529
40.61,664,615,523
40.65,661,609,534
40.68,659,607,529
40.71,659,607,528
40.74,658,611,528
40.78,662,621,535
40.81,658,612,538
40.84,657,608,529
40.87,657,608,526
40.90,663,611,528
40.94,663,598,531
40.97,660,614,543
41.00,655,609,531
41.03,655,608,529
41.07,657,609,525
41.10,649,613,527
41.13,660,623,534
41.16,655,613,537
41.20,654,609,529
41.23,654,608,528
41.26,661,608,528
41.29,670,616,531
41.32,659,616,526
41.36,656,610,533
41.39,657,607,529
41.42,659,609,527
41.45,658,613,529
41.49,662,619,537
41.52,661,611,538
41.55,659,608,531
41.58,657,606,527
41.61,661,608,529
41.65,666,610,531
41.68,660,614,538
41.71,657,607,532
41.74,656,606,528
41.78,658,606,527
41.81,663,608,528
41.84,659,617,534
41.87,658,608,534
41.90,656,607,529
41.94,659,605,527
41.97,660,613,531
42.00,654,617,518
42.03,655,606,533
42.06,656,607,528
42.10,660,609,526
42.13,665,613,530
42.16,659,612,545
42.19,659,605,530
42.23,659,603,528
42.26,666,605,527
42.29,665,616,539
42.32,658,606,535
42.36,660,606,528
42.39,660,606,526
42.42,646,612,529
42.45,660,618,524
42.49,661,611,534
42.52,660,609,530
42.55,661,608,528
42.58,654,613,528
42.61,664,623,538
42.65,661,613,537
42.68,662,612,531
42.71,661,612,525
42.74,664,610,525
42.78,651,617,526
42.81,667,619,532
42.84,663,620,545
42.87,662,616,532
42.90,662,605,528
42.94,662,606,527
42.97,662,605,526
43.00,667,607,526
43.03,669,612,528
43.06,661,616,539
43.10,661,608,543
43.13,660,605,531
43.16,660,605,527
43.19,663,606,526
43.23,667,607,526
43.26,678,612,527
43.29,666,620,535
43.32,662,612,536
43.36,661,611,529
43.39,661,609,526
43.42,664,609,525
43.45,660,618,526
43.49,664,623,530
43.52,661,615,533
43.55,660,612,527
43.58,659,613,525
43.61,662,615,527
43.65,665,624,532
43.68,660,616,536
43.71,654,612,527
43.74,658,612,525
43.77,666,613,526
43.81,663,627,532
43.84,651,615,538
43.87,659,612,527
43.90,661,610,525
43.94,665,614,526
43.97,665,618,531
44.00,658,616,543
44.03,654,612,530
44.06,661,612,527
44.10,664,611,525
44.13,666,613,526
44.16,649,614,527
44.19,669,595,531
44.23,664,618,531
44.26,661,613,535
44.29,660,612,528
44.32,659,608,527
44.36,666,609,527
44.39,664,612,527
44.42,668,598,531
44.45,664,616,543
44.48,657,611,533
44.52,661,610,528
44.55,659,610,526
44.58,667,611,526
44.61,676,616,528
