Time,A0,A1,A2
6.46,326,611,456
6.49,307,611,456
6.52,331,610,455
6.56,343,610,455
6.59,350,609,455
6.62,345,610,455
6.65,341,610,455
6.68,337,611,456
6.71,334,611,457
6.74,331,613,458
6.77,330,616,461
6.80,329,617,464
6.84,327,603,469
6.87,327,627,455
6.90,326,623,479
6.93,326,616,475
6.96,325,612,467
6.99,326,609,462
7.02,328,607,459
7.05,335,606,457
7.09,308,606,456
7.12,346,607,457
7.15,334,611,461
7.18,330,591,463
7.21,327,616,476
7.24,327,609,464
7.27,329,606,460
7.30,337,605,457
7.34,352,605,456
7.37,337,608,459
7.40,329,618,444
7.43,326,610,466
7.46,328,605,458
7.49,335,604,456
7.52,337,609,462
7.55,328,618,476
7.59,327,606,460
7.62,345,605,457
7.65,338,609,463
7.68,328,614,471
7.71,329,605,458
7.74,352,605,458
7.77,331,595,449
7.80,326,607,461
7.84,338,604,456
7.87,337,609,463
7.90,327,613,468
7.93,329,605,457
7.96,355,605,457
7.99,332,597,445
8.02,327,608,462
8.05,337,605,457
8.09,341,608,462
8.12,329,616,472
8.15,330,606,459
8.18,354,606,459
8.21,333,614,478
8.24,329,608,462
8.27,346,605,457
8.30,337,612,468
8.33,328,610,465
8.37,334,605,458
8.40,344,608,462
8.43,330,614,470
8.46,331,605,458
8.49,353,607,460
8.52,331,621,476
8.55,330,606,459
8.58,353,605,459
8.61,332,625,480
8.65,330,606,460
8.68,356,606,459
8.71,333,618,482
8.74,330,607,461
8.77,317,606,459
8.80,334,623,478
8.83,330,607,461
8.86,320,605,459
8.90,335,599,467
8.93,330,608,462
8.96,351,606,459
8.99,337,612,467
9.02,331,609,464
9.05,344,606,459
9.08,341,613,470
9.11,332,612,467
9.15,338,607,460
9.18,347,610,465
9.21,333,617,474
9.24,335,608,462
9.27,360,608,462
9.30,337,607,475
9.33,333,610,466
9.36,345,607,461
9.40,346,611,466
9.43,335,621,479
9.46,334,609,463
9.49,347,607,461
9.52,341,615,470
9.55,334,615,472
9.58,336,608,462
9.61,360,608,462
9.65,339,598,444
9.68,334,611,467
9.71,340,607,461
9.74,352,609,463
9.77,335,625,484
9.80,333,609,464
9.83,348,607,460
9.86,344,611,466
9.89,334,618,477
9.93,334,608,463
9.96,350,607,461
9.99,343,612,467
10.02,334,607,461
10.05,356,620,480
10.08,334,608,461
10.12,338,609,464
10.15,351,618,474
10.18,333,607,461
10.21,347,614,472
10.25,336,609,463
10.28,335,608,462
10.31,356,626,485
10.34,334,607,461
10.37,338,609,464
10.41,348,608,472
10.44,334,607,460
10.47,341,610,466
10.50,344,615,472
10.53,334,607,461
10.57,343,611,467
10.60,342,613,470
10.63,334,607,461
10.66,345,612,469
10.70,342,613,468
10.73,335,608,462
10.76,351,616,475
10.79,338,610,464
10.82,337,609,464
10.86,364,628,481
10.89,336,608,463
10.92,342,611,467
10.95,346,616,472
10.99,336,608,463
11.02,352,617,476
11.05,338,610,465
11.08,338,609,465
11.11,349,626,465
11.15,336,608,463
11.18,344,612,470
11.21,342,612,467
11.24,338,609,464
11.28,359,620,480
11.31,337,608,463
11.34,346,613,471
11.37,341,611,466
11.41,338,609,464
11.44,354,625,445
11.47,337,608,463
11.50,348,615,473
11.53,340,611,466
11.57,340,610,466
11.60,336,612,465
11.63,337,609,464
11.66,350,616,474
11.70,341,611,466
11.73,340,610,466
11.76,338,617,444
11.79,338,609,464
11.82,348,614,472
11.86,343,613,468
11.89,339,609,465
11.92,364,628,487
11.95,338,609,464
11.98,344,612,469
12.02,346,615,470
12.05,337,608,463
12.08,357,620,480
12.11,337,609,464
12.15,340,610,466
12.18,352,618,475
12.21,336,608,462
12.24,351,616,474
12.28,338,609,464
12.31,338,609,464
12.34,330,624,480
12.37,336,608,463
12.40,343,611,468
12.44,344,614,470
12.47,336,608,463
12.50,351,615,473
12.53,340,611,466
12.57,337,608,463
12.60,359,621,480
12.63,338,609,464
12.66,338,608,464
12.69,360,625,484
12.73,337,609,464
12.76,339,609,464
12.79,363,624,483
12.82,337,609,464
12.86,338,608,463
12.89,358,619,476
12.92,339,611,466
12.95,337,608,463
12.98,348,613,470
13.02,346,617,475
13.05,336,608,463
13.08,342,610,466
13.11,324,628,486
13.15,337,609,465
13.18,338,608,463
13.21,354,616,473
13.24,341,613,469
13.28,337,608,463
13.31,346,612,468
13.34,348,617,475
13.37,337,608,463
13.40,346,613,470
13.44,343,613,468
13.47,338,609,464
13.50,361,624,484
13.53,338,609,464
13.56,343,611,468
13.60,345,613,469
13.63,339,609,464
13.66,364,625,455
13.69,337,608,464
13.73,348,614,474
13.76,340,610,465
13.79,341,610,467
13.82,351,617,473
13.85,338,608,464
13.89,358,621,482
13.92,338,609,464
13.95,342,611,467
13.98,355,620,478
14.02,338,608,464
14.05,347,613,470
14.08,344,613,470
14.11,338,609,464
14.15,350,614,472
14.18,342,612,469
14.21,338,608,464
14.24,351,615,473
14.27,342,612,468
14.31,338,609,464
14.34,355,618,477
14.37,340,610,465
14.40,340,610,466
14.44,328,610,464
14.47,338,608,464
14.50,351,616,476
14.53,340,610,465
14.56,342,611,467
14.60,353,618,475
14.63,338,609,464
14.66,358,621,483
14.69,338,609,464
14.73,344,612,470
14.76,343,611,467
14.79,340,610,466
14.82,351,613,478
14.85,339,609,464
14.89,356,619,481
14.92,340,610,465
14.95,342,610,467
14.98,354,619,476
15.02,338,608,464
15.05,353,617,477
15.08,340,610,465
15.11,341,610,467
15.15,357,616,477
15.18,338,609,464
15.21,352,616,476
15.24,341,611,466
15.27,340,610,466
15.31,350,599,451
15.34,338,609,464
15.37,348,614,473
15.40,341,610,466
15.44,341,610,467
15.47,354,618,474
15.50,338,609,465
15.53,365,629,469
15.56,338,609,464
15.60,354,619,482
15.63,339,609,464
15.66,348,615,475
15.69,340,610,465
15.73,345,612,471
15.76,344,612,467
15.79,342,611,467
15.82,353,618,478
15.85,339,609,465
15.89,355,618,478
15.92,341,611,466
15.95,342,610,467
15.98,346,615,485
16.02,339,609,465
16.05,343,611,467
16.08,351,592,462
16.11,339,609,465
16.14,343,611,467
16.18,330,627,482
16.21,339,610,465
16.24,342,610,466
16.27,367,627,485
16.31,340,610,467
16.34,340,610,465
16.37,359,619,477
16.40,342,613,470
16.43,339,609,464
16.47,348,613,470
16.50,352,620,470
16.53,339,609,465
16.56,343,611,467
16.60,360,629,486
16.63,340,610,466
16.66,340,609,465
16.69,355,616,474
16.73,344,614,472
16.76,338,609,464
16.79,345,612,469
16.82,353,620,468
16.85,338,609,464
16.89,344,611,468
16.92,357,601,445
16.95,339,609,464
16.98,344,612,468
17.01,355,610,471
17.05,339,609,465
17.08,345,612,469
17.11,353,613,466
17.14,339,610,465
17.18,344,611,467
17.21,357,627,487
17.24,340,611,467
17.27,340,609,465
17.30,351,614,471
17.34,352,619,450
17.37,340,610,466
17.40,341,610,465
17.43,351,614,470
17.47,355,597,480
17.50,340,611,467
17.53,340,609,465
17.56,347,613,469
17.60,330,626,486
17.63,341,611,468
17.66,340,609,465
17.69,348,613,469
17.72,339,600,488
17.76,340,611,468
17.79,340,609,465
17.82,347,612,468
17.85,342,627,483
17.89,343,614,473
17.92,339,609,465
17.95,342,610,466
17.98,350,613,469
18.01,354,626,481
18.05,344,616,479
18.08,339,610,467
18.11,340,609,465
18.14,344,611,466
18.18,353,614,470
18.21,348,627,481
18.24,345,617,481
18.27,340,611,468
18.30,339,609,465
18.34,343,610,466
18.37,354,615,471
18.40,355,605,488
18.43,342,613,472
18.47,339,609,465
18.50,342,610,465
18.53,350,613,469
18.56,320,629,483
18.59,343,615,476
18.63,339,610,467
18.66,340,609,465
18.69,344,611,467
18.72,356,615,471
18.76,330,630,485
18.79,344,616,479
18.82,340,610,468
18.85,340,609,465
18.88,342,610,465
18.92,348,612,468
18.95,365,619,474
18.98,356,591,486
19.01,342,615,477
19.05,340,610,468
19.08,340,610,465
19.11,342,610,466
19.14,347,612,467
19.17,360,617,472
19.21,350,624,485
19.24,344,617,477
19.27,340,611,469
19.30,340,610,466
19.34,342,610,466
19.37,347,612,468
19.40,360,617,473
19.43,357,607,490
19.47,342,613,473
19.50,340,610,467
19.53,341,610,466
19.56,346,612,468
19.59,359,616,472
19.63,349,630,487
19.66,343,615,477
19.69,340,610,467
19.72,340,610,465
19.76,343,611,466
19.79,350,613,469
19.82,367,621,476
19.85,351,611,477
19.88,342,613,473
19.92,339,610,466
19.95,340,609,465
19.98,344,611,466
20.01,351,613,469
20.04,362,623,477
20.08,350,621,483
20.11,341,613,473
20.14,339,610,467
20.17,340,610,465
20.21,343,610,466
20.24,349,613,468
20.27,362,617,472
20.30,357,630,484
20.34,345,618,457
20.37,340,612,471
20.40,339,610,467
20.43,340,610,465
20.46,342,610,466
20.50,348,612,468
20.53,362,617,472
20.56,354,627,487
20.59,343,615,476
20.63,340,610,467
20.66,340,610,466
20.69,343,611,466
20.72,352,614,470
20.75,365,624,478
20.79,348,621,449
20.82,341,612,471
20.85,339,610,466
20.88,340,610,466
20.92,344,611,466
20.95,351,613,469
20.98,365,620,474
21.01,355,595,488
21.04,343,616,479
21.08,340,611,469
21.11,339,610,466
21.14,340,610,466
21.17,343,611,466
21.21,348,612,468
21.24,358,615,471
21.27,318,626,479
21.30,348,616,485
21.34,342,613,473
21.37,340,610,467
21.40,340,610,465
21.43,343,610,466
21.46,349,613,469
21.50,365,619,474
21.53,354,593,486
21.56,342,613,472
21.59,339,610,466
21.62,342,610,466
21.66,349,613,469
21.69,343,628,483
21.72,341,612,469
21.75,339,609,465
21.79,344,612,468
21.82,346,598,476
21.85,339,610,466
21.88,342,611,467
21.92,322,618,481
21.95,340,610,466
21.98,344,612,469
22.01,336,593,448
22.04,340,610,466
22.08,344,612,468
22.11,362,629,486
22.14,341,611,468
22.17,341,610,466
22.21,356,617,475
22.24,346,616,475
22.27,340,610,466
22.30,345,612,469
22.33,350,628,486
22.37,341,612,469
22.40,340,610,466
22.43,352,616,473
22.46,346,616,474
22.50,340,610,466
22.53,348,614,472
22.56,347,616,474
22.59,340,610,466
22.62,350,615,473
22.66,345,615,472
22.69,340,610,466
22.72,356,618,479
22.75,342,612,468
22.79,342,611,468
22.82,354,629,476
22.85,340,610,466
22.88,346,613,470
22.92,353,620,479
22.95,339,610,466
22.98,347,614,471
23.01,350,619,478
23.04,339,610,466
23.08,346,613,471
23.11,352,620,477
23.14,339,610,465
23.17,345,612,469
23.20,354,620,481
23.24,340,610,466
23.27,346,613,470
23.30,351,611,461
23.33,340,611,467
23.37,343,611,468
23.40,365,625,483
23.43,342,613,469
23.46,340,610,466
23.50,350,615,472
23.53,352,620,461
23.56,340,610,466
23.59,343,611,467
23.62,365,624,481
23.66,342,612,470
23.69,340,610,466
23.72,352,616,473
23.75,346,616,474
23.79,340,610,466
23.82,348,614,471
23.85,349,618,477
23.88,340,610,466
23.92,348,614,472
23.95,346,616,473
23.98,339,610,466
24.01,350,615,473
24.04,345,615,472
24.08,340,610,466
24.11,351,615,473
24.14,345,615,472
24.17,339,610,466
24.20,350,615,473
24.24,345,615,472
24.27,340,610,466
24.30,350,615,473
24.33,345,615,473
24.37,340,611,466
24.40,350,615,473
24.43,347,617,475
24.46,340,611,466
24.50,348,614,472
24.53,348,617,475
24.56,340,610,466
24.59,349,615,473
24.62,345,615,472
24.66,340,610,466
24.69,353,617,476
24.72,342,613,469
24.75,340,611,467
24.78,362,624,484
24.82,340,611,466
24.85,343,612,469
24.88,353,620,476
24.91,339,610,466
24.95,355,620,481
24.98,340,611,466
25.01,343,612,470
25.04,348,616,472
25.07,340,611,467
25.11,364,629,485
25.14,339,610,466
25.17,348,615,474
25.20,342,612,468
25.24,342,612,469
25.27,355,620,477
25.30,339,611,466
25.33,360,625,487
25.36,340,611,467
25.40,349,616,475
25.43,343,613,469
25.46,342,612,468
25.49,328,616,481
25.53,339,611,467
25.56,354,619,480
25.59,340,611,467
25.62,344,613,470
25.66,345,614,469
25.69,341,612,468
25.72,354,620,476
25.75,340,611,467
25.78,366,628,449
25.82,340,611,466
25.85,352,618,479
25.88,340,611,467
25.91,344,613,471
25.95,346,615,470
25.98,340,611,468
26.01,346,611,462
26.04,339,611,466
26.07,354,620,481
26.11,340,611,467
26.14,345,614,472
26.17,344,614,469
26.20,341,612,468
26.23,349,609,477
26.27,340,611,467
26.30,357,622,483
26.33,341,612,468
26.36,345,613,471
26.40,355,622,479
26.43,340,611,467
26.46,351,616,474
26.49,346,617,474
26.53,340,611,467
26.56,349,615,473
26.59,352,622,475
26.62,340,611,467
26.65,344,612,469
26.69,365,623,480
26.72,344,615,474
26.75,340,611,467
26.78,345,613,470
26.82,368,628,485
26.85,343,614,472
26.88,340,611,467
26.91,346,613,470
26.94,362,628,485
26.98,343,615,472
27.01,340,611,467
27.04,345,613,469
27.07,363,624,481
27.11,344,615,475
27.14,340,611,467
27.17,344,612,468
27.20,361,620,477
27.23,347,619,481
27.27,340,612,468
27.30,342,612,468
27.33,351,616,472
27.36,336,614,486
27.40,341,613,471
27.43,340,611,467
27.46,344,613,469
27.49,361,620,476
27.53,349,623,454
27.56,340,612,469
27.59,340,611,467
27.62,345,613,469
27.65,361,619,475
27.69,352,611,483
27.72,341,613,471
27.75,340,611,467
27.78,343,612,468
27.81,354,617,473
27.85,356,606,486
27.88,341,613,470
27.91,340,611,467
27.94,347,614,471
27.98,360,630,487
28.01,342,614,471
28.04,341,612,467
28.07,347,614,471
28.11,337,629,488
28.14,342,614,471
28.17,340,611,467
28.20,346,614,470
28.23,364,624,479
28.27,346,619,481
28.30,340,612,469
28.33,341,612,467
28.36,346,614,470
28.40,364,621,476
28.43,352,610,474
28.46,341,614,472
28.49,340,611,468
28.52,341,612,467
28.56,347,614,470
28.59,364,621,477
28.62,351,624,454
28.65,341,613,470
28.69,340,612,467
28.72,345,613,469
28.75,362,621,477
28.78,349,622,473
28.81,340,612,469
28.85,342,612,467
28.88,351,616,472
28.91,358,616,491
28.94,341,614,471
28.98,340,612,467
29.01,345,613,469
29.04,363,620,477
29.07,350,622,458
29.11,340,613,470
29.14,340,612,467
29.17,345,613,469
29.20,359,618,474
29.23,357,593,487
29.27,342,615,475
29.30,340,612,468
29.33,341,611,467
29.36,344,613,468
29.39,354,616,472
29.43,340,628,481
29.46,346,621,450
29.49,341,614,472
29.52,339,612,468
29.56,341,612,467
29.59,344,613,468
29.62,352,616,471
29.65,357,624,478
29.68,351,608,490
29.72,341,615,475
29.75,339,612,468
29.78,340,612,467
29.81,344,613,469
29.85,356,617,473
29.88,342,631,489
29.91,342,615,475
29.94,339,612,468
29.98,341,612,467
30.01,347,614,470
30.04,365,622,477
30.07,350,622,453
30.10,341,614,472
30.14,339,612,468
30.17,341,612,467
30.20,345,613,469
30.23,355,617,472
30.27,347,627,480
30.30,349,621,488
30.33,342,616,479
30.36,339,613,471
30.39,339,612,468
30.43,340,611,467
30.46,342,612,467
30.49,345,613,468
30.52,349,614,470
30.56,358,617,472
30.59,352,624,478
30.62,351,598,491
30.65,342,616,477
30.68,339,612,469
30.72,340,611,467
30.75,343,613,468
30.78,352,616,471
30.81,356,627,481
30.85,346,621,460
30.88,340,613,471
30.91,339,612,467
30.94,341,612,467
30.98,345,613,468
31.01,356,617,472
31.04,337,630,482
31.07,346,621,464
31.10,340,614,473
31.14,339,612,468
31.17,340,611,467
31.20,343,612,468
31.23,348,615,470
31.26,361,619,474
31.30,334,630,483
31.33,346,623,462
31.36,340,614,475
31.39,339,612,469
31.43,339,612,467
31.46,341,612,467
31.49,344,613,468
31.52,351,615,471
31.55,363,621,476
31.59,357,627,488
31.62,344,618,477
31.65,340,613,471
31.68,339,612,468
31.72,340,612,467
31.75,345,613,469
31.78,354,617,472
31.81,336,630,483
31.85,345,620,479
31.88,340,613,470
31.91,339,611,468
31.94,341,612,467
31.97,346,614,469
32.01,359,619,474
32.04,356,594,486
32.07,341,615,474
32.10,339,612,468
32.14,341,612,467
32.17,346,614,470
32.20,364,621,477
32.23,350,623,479
32.27,340,614,472
32.30,339,612,467
32.33,341,612,467
32.36,348,615,471
32.39,358,625,479
32.43,346,621,454
32.46,339,613,470
32.49,339,611,467
32.52,342,612,467
32.56,349,615,471
32.59,365,624,479
32.62,347,622,451
32.65,339,614,471
32.68,338,612,467
32.72,340,612,467
32.75,346,614,469
32.78,362,619,474
32.81,355,604,488
32.85,342,616,478
32.88,339,612,469
32.91,338,611,467
32.94,341,612,467
32.97,346,614,469
33.01,360,619,474
33.04,351,625,486
33.07,343,619,474
33.10,339,613,471
33.13,338,612,467
33.17,339,611,467
33.20,342,612,467
33.23,348,615,469
33.26,359,618,473
33.30,332,629,481
33.33,346,622,478
33.36,340,614,474
33.39,338,612,468
33.43,339,611,466
33.46,342,612,467
33.49,348,615,470
33.52,363,620,474
33.55,355,627,488
33.59,342,617,481
33.62,338,613,470
33.65,338,611,467
33.68,340,612,467
33.72,344,613,468
33.75,357,617,472
33.78,320,630,484
33.81,343,619,479
33.85,339,613,471
33.88,338,611,467
33.91,339,611,467
33.94,342,612,467
33.97,347,614,468
34.01,358,617,472
34.04,314,628,479
34.07,346,621,487
34.10,340,615,478
34.13,338,612,470
34.17,337,611,467
34.20,338,611,466
34.23,340,611,466
34.26,342,612,466
34.30,346,613,468
34.33,356,616,471
34.36,340,624,477
34.39,348,599,489
34.42,340,616,478
34.46,338,612,469
34.49,337,611,466
34.52,339,611,466
34.55,342,612,467
34.59,351,615,470
34.62,362,623,476
34.65,349,598,486
34.68,340,615,476
34.72,337,612,468
34.75,337,611,466
34.78,339,611,466
34.81,343,612,467
34.84,351,615,470
34.88,363,624,477
34.91,348,613,478
34.94,340,615,475
34.97,337,612,468
35.01,337,611,466
35.04,340,611,466
35.07,346,614,469
35.10,362,620,475
35.13,350,614,487
35.17,339,614,472
35.20,337,611,466
35.23,339,611,466
35.26,345,613,468
35.30,361,621,475
35.33,348,612,481
35.36,339,613,471
35.39,337,611,466
35.42,339,611,466
35.46,346,614,469
35.49,363,621,476
35.52,348,612,472
35.55,339,613,471
35.59,337,611,467
35.62,339,611,466
35.65,344,613,468
35.68,359,619,473
35.72,353,597,483
35.75,339,614,472
35.78,337,611,466
35.81,338,611,466
35.84,344,613,468
35.88,360,619,474
35.91,350,616,485
35.94,338,613,471
35.97,337,611,466
36.00,339,611,466
36.04,345,614,468
36.07,361,621,475
36.10,348,616,479
36.13,338,613,470
36.17,337,611,466
36.20,339,611,466
36.23,345,614,468
36.26,362,621,475
36.29,348,613,468
36.33,338,613,471
36.36,337,611,466
36.39,338,611,466
36.42,344,613,468
36.46,361,620,474
36.49,349,612,472
36.52,338,613,471
36.55,337,611,466
36.59,338,611,465
36.62,343,613,467
36.65,353,616,471
36.68,314,629,481
36.71,343,620,452
36.75,338,613,470
36.78,336,611,466
36.81,337,611,465
36.84,341,612,466
36.88,346,614,468
36.91,360,619,473
36.94,355,627,486
36.97,341,617,477
37.00,337,612,468
37.04,336,611,466
37.07,338,611,465
37.10,342,613,467
37.13,353,616,471
37.17,325,628,480
37.20,343,620,454
37.23,338,613,471
37.26,336,611,466
37.29,337,611,465
37.33,340,611,466
37.36,345,613,468
37.39,358,618,472
37.42,320,630,481
37.46,343,621,450
37.49,338,614,473
37.52,336,611,467
37.55,336,611,466
37.58,339,611,466
37.62,343,613,467
37.65,354,616,471
37.68,323,629,482
37.71,341,618,477
37.75,337,612,468
37.78,337,611,465
37.81,339,612,466
37.84,346,614,469
37.87,352,624,478
37.91,343,620,461
37.94,337,612,468
37.97,336,611,465
38.00,340,612,466
38.04,348,615,470
38.07,349,627,480
38.10,342,619,476
38.13,337,612,468
38.17,336,611,465
38.20,339,611,466
38.23,344,614,468
38.26,361,620,474
38.29,350,603,481
38.33,338,614,473
38.36,336,611,466
38.39,337,611,465
38.42,342,613,467
38.46,353,617,471
38.49,344,623,485
38.52,340,616,477
38.55,336,612,467
38.58,337,611,465
38.62,340,612,466
38.65,351,616,471
38.68,353,627,487
38.71,339,614,472
38.75,336,611,466
38.78,338,611,466
38.81,345,614,469
38.84,362,623,477
38.87,344,621,466
38.91,337,612,468
38.94,336,611,465
38.97,339,612,466
39.00,346,614,469
39.04,363,623,476
39.07,346,620,460
39.10,338,614,472
39.13,336,611,466
39.16,337,611,465
39.20,340,612,466
39.23,346,614,469
39.26,361,621,474
39.29,349,608,488
39.33,338,614,472
39.36,336,611,466
39.39,337,611,465
39.42,342,613,467
39.45,353,616,471
39.49,347,631,484
39.52,340,617,478
39.55,336,612,467
39.58,336,611,466
39.62,340,612,466
39.65,349,615,470
39.68,320,630,483
39.71,340,617,478
39.74,336,612,467
39.78,336,611,465
39.81,340,612,466
39.84,348,615,469
39.87,360,626,478
39.91,343,621,467
39.94,337,613,469
39.97,336,611,466
40.00,338,611,466
40.04,343,614,468
40.07,357,619,472
40.10,355,607,486
40.13,339,616,476
40.16,336,612,467
40.20,336,611,465
40.23,339,612,466
40.26,346,614,469
40.29,357,622,475
40.33,346,608,487
40.36,338,614,473
40.39,336,612,467
40.42,336,611,465
40.45,339,612,465
40.49,344,614,468
40.52,359,619,472
40.55,351,625,486
40.58,339,616,476
40.61,336,612,467
40.65,336,611,465
40.68,339,612,466
40.71,347,615,469
40.74,358,626,479
40.78,341,619,480
40.81,336,612,467
40.84,336,611,465
40.87,339,612,466
40.90,350,616,470
40.94,313,629,481
40.97,340,618,477
41.00,336,612,468
41.03,336,611,465
41.07,338,611,465
41.10,343,613,468
41.13,357,619,472
41.16,354,627,486
41.20,339,616,478
41.23,336,612,468
41.26,335,611,465
41.29,337,611,465
41.32,342,613,467
41.36,353,617,471
41.39,313,630,481
41.42,341,619,478
41.45,336,612,468
41.49,336,611,465
41.52,339,612,466
41.55,353,617,472
41.58,347,621,452
41.61,336,612,467
41.65,336,611,465
41.68,341,613,467
41.71,359,623,477
41.74,340,617,474
41.78,334,611,465
41.81,337,611,465
41.84,353,619,474
41.87,339,615,471
41.90,335,611,464
41.94,341,613,468
41.97,345,595,448
42.00,335,611,465
42.03,338,612,466
42.06,360,628,484
42.10,336,612,466
42.13,337,611,466
42.16,358,625,482
42.19,336,612,466
42.23,337,612,466
42.26,355,628,485
42.29,336,612,466
42.32,338,612,467
42.36,342,629,477
42.39,335,611,465
42.42,339,613,468
42.45,347,619,477
42.49,335,611,465
42.52,342,614,470
42.55,343,617,473
42.58,335,611,465
42.61,348,618,475
42.65,338,613,467
42.68,337,612,466
42.71,358,631,483
42.74,335,611,465
42.78,340,614,469
42.81,343,617,471
42.84,335,611,465
42.87,355,624,483
42.90,336,612,466
42.94,340,614,469
42.97,346,619,473
43.00,335,611,465
43.03,351,620,477
43.06,337,613,466
43.10,337,612,467
43.13,352,623,467
43.16,335,611,465
43.19,340,613,468
43.23,350,622,477
43.26,335,611,465
43.29,342,615,470
43.32,344,618,474
43.36,335,611,465
43.39,344,616,471
43.42,341,617,472
43.45,335,611,465
43.49,345,616,472
43.52,341,616,472
43.55,335,611,465
43.58,346,616,472
43.61,341,616,472
43.65,335,611,465
43.68,343,615,470
43.71,345,620,478
43.74,335,611,465
43.77,340,613,468
43.81,322,616,472
43.84,335,612,465
43.87,337,612,466
43.90,360,625,481
43.94,336,613,467
43.97,335,611,465
44.00,348,617,473
44.03,340,616,472
44.06,335,611,465
44.10,342,615,470
44.13,347,621,472
44.16,335,612,465
44.19,340,613,468
44.23,316,627,480
44.26,335,612,466
44.29,337,613,466
44.32,360,625,482
44.36,337,613,468
44.39,336,612,465
44.42,349,618,473
44.45,340,617,473
44.48,335,611,465
44.52,341,614,469
44.55,351,614,454
44.58,335,612,465
44.61,339,614,468
